Y1 Y2 Y3 Y4 Y5 Y6 Y7 Y8 Y9 Y10 Y11 Y12 Y13 Y14 Y15 Y16 Y17 Y18 Y19 Y20 Y21 Y22 Y23 Y24 Y25 Y26 Y27 Y28 Y29 Y30 Y31 Y32 Y33 Y34 Y35 Y36 Y37 Y38 Y39 Y40 Y41 Y42 Y43 Y44 Y45 Y46 Y47 Y48 Y49 Y50 Y51 Y52 Y53 Y54 Y55 Y56 Y57 Y58 Y59 Y60 Y61 Y62 Y63 Y64 Y65 Y66 Y67 Y68 Y69 Y70 Y71 Y72 Y73 Y74 Y75 Y76 X
7.0746 -4.845 4.6862 -3.5157 3.3644 7.4836 -2.6126 -3.4494 15.7363 6.1052 7.2716 -5.237 9.6981 11.1672 -4.7321 5.466 -4.106 11.0477 -8.3903 5.5767 5.3741 -6.0756 -2.5383 43.866 5.1133 10.3899 -11.9254 8.1245 24.2766 -9.6 8.6275 -2.0148 6.3012 -8.8053 5.8017 6.9909 1.5948 -0.7392 51.4382 6.4895 15.1777 -14.2039 20.8623 32.279 -14.1128 8.6659 -2.1543 20.0644 -20.3808 5.8828 13.4664 -4.7031 -0.5191 53.7255 5.0606 17.525 -24.9059 18.8899 47.7417 -21.1897 9.4319 0.2366 21.2295 -24.2602 4.364 9.082 -1.8045 0.5382 77.5179 5.9199 27.1961 -6.3328 36.6516 58.6636 -25.1407 12.576 5.0731
2.3154 1.5469 0.6409 -2.0843 2.0782 1.3975 -1.4565 2.1681 2.9083 1.3639 1.7327 0.8657 6.0241 12.7446 -1.1577 3.3952 0.9608 3.3049 -2.6108 3.5614 2.3128 0.9664 2.6774 2.1192 3.3604 3.3178 -2.9988 10.2206 19.953 -2.1947 4.723 3.0274 2.4666 -2.3096 2.8834 3.0271 0.419 6.1475 21.8164 0.7215 3.3116 -2.5236 9.3888 42.7193 -7.5612 6.5735 2.4391 7.3562 -1.7122 1.6345 4.9475 1.9258 1.5779 12.147 2.121 13.656 -9.6562 8.3294 17.2614 -7.174 5.886 3.0105 3.7603 -9.478 0.5053 3.5586 4.0865 1.1718 25.2023 3.1514 1.9853 -6.3057 27.2074 40.856 -6.1295 7.94 1.811
8.9523 -6.7893 6.8225 -5.5716 8.4424 17.1833 -6.9067 -1.2736 32.1725 10.1143 8.0573 -7.3551 11.7609 14.6175 -7.0358 10.0187 -5.1313 11.4619 -15.9745 6.8553 8.914 -3.7193 -7.3174 53.2328 6.4803 14.868 -16.5801 16.6235 23.88 -17.3847 9.4615 -4.2091 20.4962 -14.353 9.2358 5.5399 -7.4028 -7.5985 77.1527 7.6193 22.0093 -21.5906 25.3504 38.8092 -22.2071 10.9455 -2.5751 29.3771 -34.1842 8.4233 16.3468 -5.2984 -3.5742 100.8521 7.4937 30.5624 -27.8141 38.7708 43.4515 -30.4843 11.8167 -3.2512 35.7208 -41.0968 7.787 11.7254 0.4014 -5.3242 147.0728 7.4533 30.719 -41.365 33.718 57.9683 -33.6773 12.8955 7.5967
1.8779 -1.0059 1.9049 -0.5459 1.9546 4.6241 -1.2516 -1.0165 5.7551 2.3538 3.0496 0.6038 9.1509 12.0501 -2.2478 3.8607 -1.2382 1.9052 -2.4348 3.6718 2.4435 -1.2104 0.0391 17.8412 2.4904 4.5907 -2.1377 10.4705 14.3945 -3.5041 4.7424 0.707 0.1863 -2.0332 2.1447 3.7573 0.3157 -0.0487 11.5478 1.0628 10.7463 -5.7669 10.4773 24.5007 -6.5203 4.5388 3.0494 3.2842 2.093 3.3531 4.9291 1.1685 -2.9564 12.8397 1.6365 5.951 -3.337 18.1271 26.5728 -8.7113 7.457 4.5637 3.01 -2.7811 2.9647 5.8313 3.0848 3.5147 48.0696 3.8556 10.4298 -10.1429 15.9241 21.2649 -12.3975 10.1662 2.0125
4.4663 -1.6426 1.4405 -1.3542 2.4451 6.1464 1.3179 2.0802 7.9939 2.5979 2.4451 -1.4305 7.0386 13.1358 -4.1542 3.9819 1.4586 3.1993 -5.2739 3.0929 7.3365 -0.164 0.0774 13.2889 1.8355 8.3146 -2.8945 8.3748 25.302 -4.9831 7.2079 -0.0166 -0.5071 -2.7066 2.6169 6.0093 0.6123 1.5397 18.6713 3.6004 6.3244 -8.2674 13.2448 27.1667 -2.5233 5.3864 1.829 10.4512 -9.9545 1.5919 5.8726 1.7945 2.504 17.4977 2.4741 16.3624 -7.9445 10.3782 42.468 -12.5563 5.4256 1.7105 19.9525 -7.0201 2.8537 8.3934 2.6397 3.191 30.4373 1.9168 2.3147 -16.2271 14.0489 58.6444 -17.0725 8.2849 2.5881
11.8944 -9.4897 10.4587 -8.6571 9.5198 15.2852 6.7544 -5.4423 43.3802 10.1405 9.4791 -9.3023 12.0196 22.7636 -10.0752 11.6168 -6.4228 18.3812 -17.4615 10.1405 15.6838 -12.3507 -6.1868 92.2678 8.819 20.8263 -17.3823 19.3218 45.4882 -19.5858 12.7074 -6.8262 25.6846 -25.6139 7.9209 8.8374 -5.8175 -7.5776 130.7141 10.3847 30.709 -31.1252 31.4062 46.6178 -27.9741 13.7728 -7.0839 33.6691 -36.1798 7.744 15.4666 -7.2268 -5.1127 195.6508 8.6542 43.0229 -38.5407 42.6861 62.6112 -38.2168 14.496 -4.6786 43.8864 -44.3176 9.2282 12.4074 -6.8488 -12.6565 220.4184 8.0642 53.0688 -54.7729 55.9553 68.2347 -56.9839 16.7291 9.9215
11.1946 -8.0005 7.5261 -6.6411 8.2194 8.6098 -4.428 -4.7646 25.8864 9.2819 10.6374 -5.5607 12.9095 14.2154 -8.5164 10.7031 -7.4625 13.0907 -12.7317 8.8631 18.1741 -5.8001 -7.0766 57.3225 8.1873 20.2699 -13.4587 19.3099 30.9582 -17.1832 10.2557 -5.8869 11.8558 -18.7675 8.854 11.5368 -4.5615 -2.5225 105.9489 6.2827 28.2483 -20.2769 29.0889 44.8139 -22.2013 13.8706 -4.8946 29.6883 -20.8854 8.986 15.7023 0.0246 -4.7448 108.815 7.4401 36.826 -25.9671 38.0008 69.9825 -32.6587 12.0598 -2.5575 35.4846 -31.907 8.4507 15.86 0.3725 -3.4338 154.2758 10.0666 42.3431 -38.3821 43.6147 79.0989 -47.7919 15.0045 8.0735
6.9479 -5.6691 2.9376 -3.5601 6.3593 4.6639 -7.9514 -3.6889 20.8568 5.3784 5.9209 -3.5663 11.3914 13.4111 -6.2061 8.4285 -1.38 7.8325 -9.6484 4.5489 8.8823 -2.8357 3.231 32.4812 7.3423 9.4875 -11.8384 16.7581 22.6266 -14.0739 8.4793 -1.1651 18.6176 -12.4476 5.3975 12.3957 2.0594 -3.6184 61.2621 4.8346 19.5057 -8.788 20.1489 41.6344 -15.9348 9.6381 -2.2538 16.0958 -23.9262 4.7483 9.011 1.1128 -3.4015 78.3976 5.0032 26.5587 -21.1559 31.0438 43.2897 -25.2404 9.5712 0.5178 28.2873 -29.4979 6.26 9.7747 4.2293 -3.5331 74.8354 3.3627 32.5161 -30.0802 30.5533 40.8022 -33.0922 11.9882 5.5333
6.9893 -4.5501 5.2769 -5.9933 7.4029 4.3076 -6.9199 -5.1864 24.2479 7.5664 8.0339 -4.2122 12.0765 14.5741 -5.0314 9.1243 -6.1932 10.4034 -7.9601 6.2508 11.4324 -6.6452 -6.0018 45.7341 6.2216 10.3982 -10.209 16.3497 21.0612 -15.2324 9.7942 -3.7516 18.4638 -17.7374 5.0631 7.6898 -3.443 -4.3039 77.4899 7.7739 20.7168 -19.3031 24.7148 32.1767 -22.2301 9.6612 -3.9073 23.7675 -15.1445 5.7325 14.4727 3.5255 0.478 98.6513 6.6214 26.9128 -21.3709 35.179 50.5747 -26.2308 11.9387 -1.0968 30.8092 -24.6243 6.723 8.4399 1.5359 -1.6968 103.925 7.314 35.3445 -26.5942 30.8198 57.2576 -33.9326 13.8895 6.4641
4.1842 -3.1043 2.6859 -2.0725 3.3538 4.9416 -2.1424 -0.252 8.8037 4.8667 4.7878 -1.0961 7.9166 19.1613 -2.6859 7.3917 -1.0162 6.0612 -0.886 2.4556 10.6843 -2.9996 -2.4745 10.0883 1.3251 10.0776 -4.1728 8.8775 34.6114 -3.8028 7.0736 -0.6468 3.4247 -6.031 3.2391 7.4882 0.6733 -0.6635 32.935 3.8589 13.302 -5.9403 18.0377 19.1044 -10.1817 7.3486 0.9218 10.4769 -5.2445 3.8963 10.429 3.0061 -0.6103 18.0282 1.4029 18.7191 -9.1806 19.9559 41.4967 -13.0992 8.47 3.855 11.4958 -17.2009 3.9241 3.7146 1.002 -2.2227 30.3062 1.3917 11.3248 -10.4117 25.5014 48.668 -10.5664 8.9093 3.1182
6.7157 -4.5507 5.3809 -2.4235 5.7138 4.9362 -4.168 -4.65 17.5083 6.4257 7.0258 -4.1722 10.2942 14.2382 -6.6735 9.3917 -5.3595 12.6836 -7.9616 8.3755 2.1086 -6.3907 -3.486 48.4926 5.2563 15.1508 -11.6881 17.9626 19.9787 -9.1766 10.3622 -4.0912 15.7 -6.8351 6.6652 8.5079 -2.119 -3.505 70.2957 6.1405 15.5277 -14.4628 22.719 40.6784 -23.8266 10.9162 -0.9952 20.4504 -18.0071 4.8044 9.3397 -3.094 -2.1909 70.591 5.1498 29.7078 -25.1998 38.9876 94.0465 -23.9645 11.1112 -0.7731 25.2429 -27.4974 4.692 8.066 3.1706 -1.6486 91.6806 8.056 33.4576 -32.5672 25.7966 55.0927 -31.7548 10.9868 6.2182
3.4717 -0.8911 0.9257 -3.3857 5.0284 4.7335 -4.072 0.2367 10.0217 4.079 4.2717 -1.9656 6.9963 12.7689 -0.8916 5.5854 -1.6747 3.3884 -7.4194 2.4971 0.7946 -2.0996 -3.1261 9.2324 2.5427 5.9554 -6.7154 10.0266 12.4972 -4.4713 6.3982 0.6382 6.3967 -10.125 1.9751 5.5167 -0.3624 -0.0718 10.2735 3.6847 11.8705 -9.0075 16.9214 24.3187 -15.0269 6.0025 -1.7444 9.3 -17.9478 3.5951 4.7862 4.3764 -1.6827 26.2723 3.3409 13.2692 -22.212 13.4823 53.2798 -5.8886 8.8352 1.2138 10.3159 -22.0132 3.2386 9.1769 1.7877 -2.4622 48.0317 2.6715 23.8503 -11.277 16.3588 70.8769 -28.0551 8.9371 3.2977
6.187 -2.8622 2.136 -3.7245 6.0021 6.4154 -2.7472 -1.1205 14.3504 4.433 3.6404 -4.1326 10.915 12.5805 -5.0418 6.3602 -3.3688 8.1506 -11.1234 5.1055 3.8775 -3.7148 -3.3164 34.881 4.6326 11.9129 -7.2916 14.857 19.4942 -10.4848 9.1845 -3.2972 7.0793 -10.544 4.4869 6.607 -0.1442 -5.2457 48.7492 5.2861 13.183 -11.6287 19.7506 39.7528 -14.1359 7.9653 -0.2616 17.8148 -17.0492 7.3797 8.7793 -5.3563 -2.4577 64.22 4.6085 23.3571 -12.4044 28.8174 35.5971 -21.8609 9.4179 0.0825 13.3252 -28.1879 4.3822 8.6216 0.601 -1.2322 72.2238 3.7589 20.4455 -24.6658 24.4851 81.6039 -33.8759 10.4728 5.02
6.8747 -5.9097 5.7029 -7.2089 5.8461 9.5127 -3.7224 1.9214 23.0717 4.9915 8.0828 -5.6692 10.2546 19.338 -6.2487 11.6901 -4.4481 9.5406 -11.388 7.2706 12.7074 -6.7834 -2.9726 48.0965 6.2227 14.0071 -11.7336 21.0759 31.6906 -13.3884 9.0067 -4.2397 14.6775 -16.0546 6.9127 9.97 -3.7335 -4.8842 52.7682 7.6003 17.9626 -20.9381 23.9232 49.8032 -25.746 8.8293 -2.9736 18.5595 -28.6609 5.7139 14.7431 0.3686 -10.2086 86.205 7.2547 31.8129 -22.7836 33.5986 54.6365 -27.1535 9.7476 -1.1018 32.0045 -32.4734 7.3232 13.1805 -5.5085 -6.8613 99.7527 7.1457 33.7987 -34.8782 42.2257 60.6116 -32.8142 13.0989 6.7709
6.0181 -4.3892 4.5372 -3.6368 5.0555 5.147 -4.7031 -2.9506 18.357 4.9845 7.1019 -4.9903 9.7073 13.432 -5.8047 7.5273 -3.9743 6.1835 -7.3832 2.6107 2.7333 -4.6962 -0.352 20.4911 4.428 7.8725 -7.7804 16.5541 27.7166 -8.9259 5.5054 -1.5374 14.4472 -8.5258 3.6701 6.4245 2.8416 0.7991 41.7718 5.5705 17.1745 -11.6152 21.384 30.8821 -12.961 7.5804 -1.619 19.4824 -18.2338 4.4208 7.1133 -1.7282 -4.3173 40.6098 4.4444 19.3992 -19.755 27.5781 42.2205 -21.8811 11.0043 -2.0404 21.4859 -17.7159 6.2537 2.4888 1.677 -1.6573 65.0677 4.3658 17.2085 -24.6855 29.6048 67.2322 -25.6811 9.9166 4.8499
3.7943 -2.5182 0.7313 -0.4643 0.7996 3.7838 -0.8292 -0.2367 10.0585 2.0532 3.2523 -0.8236 6.2758 8.0808 -2.8873 3.755 -3.1963 1.6557 -1.5317 3.0766 7.3285 0.6665 1.9759 22.0816 3.5367 6.1436 -6.9635 8.4061 20.4571 -4.2493 4.9676 0.4524 0.8504 -11.2766 2.4672 7.26 -0.4324 4.5651 20.5722 1.2936 11.163 -7.3155 16.2527 57.1284 -5.0594 5.5518 2.3307 6.8343 -4.0027 2.9148 6.5238 -0.5756 3.5115 34.4766 2.3698 9.4791 -11.4759 8.4956 36.3246 -8.0911 7.2086 2.4651 1.9762 -6.0685 2.9513 7.6765 2.416 5.7782 3.3946 2.0356 13.2256 -15.6522 23.4254 21.1682 -2.9216 9.1201 2.4393
8.6025 -6.6732 7.0323 -9.0081 6.0283 5.1096 -14.2024 -5.0361 31.2865 8.5707 8.8886 -8.0417 11.5829 16.9976 -6.7694 9.8411 -5.7504 10.6758 -16.2484 5.7443 15.4205 -10.674 -6.6915 58.4361 8.7034 20.2632 -12.3349 18.4782 22.4582 -14.8078 10.1387 -4.4038 17.7096 -23.7482 7.7232 10.542 -2.2061 -3.9278 77.8949 8.5918 25.1316 -26.9991 30.5955 33.2285 -28.7017 11.3627 -3.0062 28.8126 -30.1519 7.8236 14.2106 0.4676 -5.4336 113.0646 7.7853 28.3981 -24.0244 35.3594 53.4449 -32.467 12.2895 -2.6131 32.3366 -28.5944 8.3151 11.6595 -12.732 -1.6208 127.7602 7.1234 42.4946 -31.5651 47.6977 72.5907 -35.7543 12.4907 7.6546
1.5419 0.0296 0.3186 -0.3223 -0.0809 0.9345 0.3144 1.9325 3.0042 1.614 0.8088 0.3851 5.5027 9.0716 -0.0881 2.4134 0.5155 -4.5392 -0.0259 1.147 4.7827 1.7856 3.2457 2.4782 0.1749 3.1365 2.6654 5.5632 17.0287 0.0931 1.4218 0.946 -3.0219 1.1713 2.3123 4.3025 2.9161 -1.5874 18.758 0.5101 2.6861 -4.7476 8.4852 27.3307 -2.075 6.1479 3.3584 -1.7265 5.3999 -0.3801 4.4923 3.6236 -0.961 -7.4258 -0.2766 5.3898 -3.3412 9.3392 19.6435 -5.7481 5.8953 4.0236 5.1254 3.523 0.2186 5.4766 4.614 4.4839 14.2954 0.8715 -1.2856 2.6175 3.4027 23.2925 0.1439 8.4932 0.7378
3.4478 -1.9406 3.0715 0.157 3.13 3.4401 -0.8351 1.0186 9.5469 2.4391 5.1942 -1.9364 7.2274 10.9379 -2.6201 4.8222 -0.8861 5.7297 -3.4902 1.3235 0.9002 -0.0153 -0.5011 19.0573 3.4019 6.1438 -7.3726 11.3073 26.3704 -7.0445 6.6593 -0.5269 9.9718 -9.0735 4.4103 9.377 -1.1567 3.4819 24.7959 4.3927 13.9382 -9.9379 3.6399 32.4714 -7.1018 7.9855 -0.0165 0.8737 -8.1918 3.309 5.7126 0.9357 -3.9862 38.232 2.6312 23.3941 -11.9573 20.1158 22.297 -4.8824 8.8628 1.9545 16.8548 -8.2117 3.8186 10.2982 4.1677 -2.6992 46.7067 3.6848 17.9154 -19.8324 31.9651 53.0249 -7.8943 10.5465 3.0969
7.063 -6.7767 6.7602 -6.9467 6.6082 4.1501 -8.0081 1.4517 26.3686 5.8961 8.7959 -4.955 11.524 13.604 -6.5519 8.2392 -6.0212 13.157 -15.6751 6.5081 5.4804 -7.6657 -6.3492 50.4934 8.3621 14.4285 -11.5527 19.5476 21.2962 -13.985 9.3889 -5.8768 17.9456 -19.8078 6.4268 12.2516 -6.1686 -1.3037 72.7613 7.4241 22.0402 -16.3597 27.6982 62.9723 -16.8049 11.4457 -3.8776 27.6841 -31.0373 6.8239 10.3081 -2.7776 -3.2931 98.2275 6.9264 28.5343 -31.6407 34.4327 40.5079 -32.9071 12.5988 -4.1645 24.7578 -35.674 6.8946 13.5393 -2.6543 -0.8952 135.7893 6.2043 33.8311 -34.6098 42.2395 80.7134 -34.6635 12.7239 7.1727
6.8947 -3.4164 4.2907 -5.4691 6.2735 6.7028 -5.8397 -1.5909 13.8828 5.5439 5.14 -5.84 7.1736 15.3343 -4.8362 7.1623 -2.2532 6.4275 -7.7171 5.137 9.515 0.102 -5.4624 28.3687 5.3798 10.974 -11.3491 14.5443 16.1581 -9.9 7.8194 -2.8876 13.7993 -10.0993 6.7762 3.3337 -0.0905 -2.1378 48.5623 4.8449 17.1584 -9.8027 16.9677 30.5131 -12.7562 8.4788 -2.6627 15.1414 -12.7588 4.049 11.5958 -1.9634 -4.6045 58.8669 3.8628 26.2216 -19.2042 22.8571 28.9835 -22.4534 10.9727 0.3008 24.2374 -25.8896 4.5208 10.6009 1.9329 0.101 77.2459 3.6844 22.5075 -22.9948 29.7705 63.0143 -17.6605 11.1855 5.0455
2.5524 0.1842 -1.036 -0.0723 3.6144 4.4686 -0.783 0.7929 4.0499 0.7965 2.6864 0.6213 7.061 7.4586 -3.2079 3.8491 0.4992 2.9761 2.7457 0.8346 3.3999 0.3074 2.4714 3.5192 1.5583 5.1267 -0.7181 10.0066 20.3327 -4.5995 2.9429 2.6183 3.9043 -1.6869 2.2174 2.9105 1.3689 2.4467 13.9734 0.38 7.478 -2.9509 3.5845 52.1072 -10.9634 5.4898 4.3509 4.593 -4.5319 2.5729 3.6213 2.1617 7.9279 6.48 1.3903 4.5465 5.0385 17.6481 22.7577 -2.0011 6.5761 3.473 3.2841 -5.6516 1.5925 9.0787 3.0002 0.0955 23.6007 3.1863 8.2415 0.3088 27.509 41.3887 -1.5196 7.1563 1.53
6.8705 -2.9634 3.5312 -4.7623 5.9485 5.5583 0.9196 -2.132 17.1396 5.0653 5.5754 -3.4 10.8621 12.7146 -7.7288 5.9618 -2.4359 11.7001 -11.1162 3.8194 9.7262 -3.7493 -5.4515 33.4898 6.3408 10.89 -10.0361 17.0434 22.74 -9.9367 8.5869 -1.7865 10.9778 -14.4622 3.2768 6.8996 -4.1679 0.7409 54.5896 4.852 14.5417 -12.636 18.7537 28.471 -15.1586 9.5869 -1.1949 24.3491 -20.3052 6.7458 6.2714 -1.5863 1.0265 67.4635 4.6837 12.0716 -15.1085 34.0854 36.1899 -20.721 9.535 -0.5318 22.1392 -29.072 4.5887 9.4042 -4.8793 -2.8689 98.8327 3.6572 33.9723 -27.4269 35.0358 55.6485 -26.8199 9.8329 5.0393
4.6953 -1.6899 4.7979 -2.4559 6.2 7.2043 -4.9167 1.5763 16.6091 4.9132 7.018 -4.2117 11.3525 14.635 -3.8795 3.7065 -3.9345 2.7792 -5.2182 6.8205 3.6977 -4.0286 4.2992 22.7261 4.4416 6.4192 -7.1448 13.6614 17.5395 -15.477 9.8308 -1.8543 8.4332 -12.6914 3.9273 10.5567 1.5693 0.1913 50.905 5.0609 19.8581 -16.6005 21.6717 32.8345 -14.0299 8.4356 -1.6941 11.1359 -11.025 3.4184 6.6958 -3.8521 0.7717 46.5265 5.1674 20.1673 -13.534 15.5325 41.2748 -19.7507 9.6392 -2.804 15.3371 -20.1566 7.0559 12.0261 -2.5061 -3.4627 58.4225 6.8425 21.5155 -13.749 29.2746 53.284 -15.14 8.2783 4.9396
8.681 -6.3141 6.9639 -5.43 8.373 4.9975 -6.9712 -5.1787 29.8018 6.6857 7.636 -6.4774 11.8057 13.7422 -6.1963 9.2571 -5.7233 15.3245 -10.9208 7.7273 11.4882 -5.0327 -6.6112 56.5268 6.9526 10.1044 -15.5262 20.7296 29.878 -11.9205 9.6339 -5.4456 20.0463 -14.3409 6.6921 9.1573 -9.9445 -1.6387 96.0213 7.7779 22.112 -27.7711 29.0282 30.6005 -28.2138 12.5711 -5.673 31.4598 -24.7767 8.6589 5.4952 -2.6877 -4.1951 105.7741 6.9507 31.7143 -33.0561 35.9365 42.6968 -37.1241 13.3349 -2.9232 31.5246 -33.7231 7.9433 11.0389 -1.801 -2.4416 140.643 7.0108 41.4889 -50.6309 38.0614 55.161 -41.5725 13.4869 7.512
3.4197 -1.322 -0.1514 0.0533 2.84 3.8328 -2.237 -1.987 12.7839 0.9372 2.714 -2.1423 7.9054 10.2719 -0.0629 3.776 0.5975 3.9488 0.6172 3.7381 3.9301 -0.3967 3.6391 7.4659 2.167 4.8939 0.3949 11.825 19.8565 -3.4238 4.6339 0.6967 1.1639 2.5645 1.5881 4.3392 0.8665 -2.18 8.4447 2.2443 7.4771 -4.6985 14.2486 36.2498 -3.9574 6.844 1.824 1.5159 -1.0104 1.9809 4.7764 1.733 -1.5501 26.8401 1.3753 13.3411 -2.432 7.2493 41.7059 -8.982 5.8972 3.3717 -6.5596 -6.298 1.0233 6.0097 1.9809 -0.9078 44.8893 1.9907 10.537 -6.0785 23.9241 41.1552 -17.6741 7.7121 1.7465
9.4576 -7.5612 7.8029 -8.9091 10.9457 9.2005 -3.0609 -6.1064 29.2253 9.3162 10.0999 -9.3322 13.0787 20.6902 -10.2663 11.0782 -6.5733 15.2721 -12.105 7.8113 11.0531 -15.2173 -2.3572 65.9018 7.5039 16.3479 -14.3922 22.4344 29.0286 -11.3766 13.4326 -6.5003 26.7806 -23.8028 7.9354 13.5988 -4.4108 -8.8209 92.1729 8.5784 28.9177 -24.5487 32.616 55.9854 -23.0787 11.3174 -5.0331 29.7025 -28.6706 9.0271 25.0023 -1.3232 -4.7609 150.633 8.2557 38.5066 -32.8789 41.4634 88.106 -35.8109 12.5303 -3.5551 33.724 -36.4917 8.141 17.5061 -1.2587 -6.3397 142.6703 8.2615 50.1265 -47.4191 35.5626 70.1286 -39.9079 16.1263 8.4839
9.4569 -9.2763 7.5544 -7.2891 7.9543 -1.8658 -9.851 -8.6202 31.6034 9.937 10.3064 -8.9712 14.3069 15.0443 -8.4877 10.7075 -4.9943 14.2505 -15.2554 8.1572 16.7819 -11.2821 -2.984 74.2244 8.4868 16.2786 -17.937 23.5751 24.6023 -17.2828 12.5822 -5.5948 21.3852 -18.3061 7.4312 11.8695 -15.1027 -6.4602 117.7538 9.4454 27.5866 -25.4886 31.6825 45.7074 -20.5875 11.9014 -6.0507 28.4645 -33.384 8.2633 6.6256 -8.1261 -4.053 129.0115 8.6717 32.392 -34.8032 39.3753 42.5355 -32.8943 13.9618 -4.257 36.7086 -45.3998 10.1437 12.9338 -2.1956 -8.4668 172.2827 9.1074 39.7725 -40.7017 48.2415 60.6088 -44.8533 12.6529 8.6483
0.6367 0.7114 0.6829 0.9626 -0.7795 1.7362 1.2879 1.8083 5.2365 -0.8901 0.7784 0.6636 5.6323 6.5737 -0.7484 2.832 -0.3815 -3.366 1.5655 2.3656 2.0448 1.6528 5.48 6.479 1.9283 1.3657 1.4771 14.4256 16.6126 -1.8305 5.3316 3.3466 -2.6762 3.5763 -0.8327 3.4319 2.9176 0.2757 0.8357 1.6108 -2.4616 -3.2063 5.0945 19.1586 3.1098 5.6253 5.9654 -4.3197 2.3978 0.9326 3.3714 3.1761 2.343 8.9571 0.2137 1.7825 1.4135 10.7978 18.5014 -0.5402 6.031 4.9031 3.61 -6.5861 -0.5908 4.9024 5.0251 4.3956 6.628 0.5665 8.7181 2.3132 1.9628 20.112 -4.4928 5.7564 0.4186
6.23 -2.5975 2.1378 -4.2553 5.7878 5.5314 -4.3112 1.3012 9.5002 2.5661 5.7332 -1.6919 7.8065 15.0987 -1.7951 4.074 -0.4157 2.5842 -6.3232 3.2256 5.9054 1.6932 3.0081 14.5397 5.4939 8.3101 -8.7713 10.642 21.1026 -8.1409 6.1666 0.1274 8.5637 -3.8365 4.4948 5.7167 1.0311 2.15 26.5553 2.9539 12.9471 -12.5666 14.8548 45.4926 -6.1063 5.4846 1.7011 4.0867 -9.4045 3.4798 4.8051 2.5511 -2.1893 13.0374 2.1224 10.7245 -6.9898 16.1371 28.135 -6.9229 6.4807 0.9177 5.5658 -8.0029 1.9683 7.49 -0.4568 -3.9329 29.1996 2.0778 16.6791 -10.3048 17.1318 44.6258 -19.0388 10.0519 3.1718
1.888 1.2685 -1.2507 1.4903 -0.4374 1.4175 1.0174 -1.3465 3.934 -0.1614 2.4489 1.123 6.8611 8.2723 -0.2234 2.8487 1.8769 -2.9984 2.762 0.105 1.4147 2.0957 5.1809 6.4387 0.2605 6.0817 -0.166 3.7136 7.9412 0.5136 2.9852 2.2449 -4.5782 -0.3052 0.3103 3.763 3.0248 4.6252 10.4623 0.6344 -7.1861 -0.4989 7.6162 22.7281 0.6509 4.5572 2.3268 -2.945 0.8497 1.9767 3.8561 3.1225 6.883 -2.5566 0.1544 -2.4259 -0.8472 6.8321 18.0543 1.9468 5.9222 5.5618 -2.8039 -0.5656 0.5331 5.0334 5.2341 -0.206 -17.7467 0.4524 3.2104 -0.43 7.0965 23.2336 -2.0467 6.4799 0.1375
5.2145 -1.6591 1.1298 -1.0896 1.0907 3.3502 -3.7186 -0.7169 4.7088 2.9141 5.1396 -2.0651 6.1998 12.4815 -3.2035 5.1091 0.5555 -1.4313 -0.232 3.5913 4.1237 0.9635 0.8638 1.6729 2.5199 4.4872 -4.3422 7.857 21.6052 -1.3821 4.8806 1.1625 4.1169 -8.7834 2.5319 5.2531 -0.5948 0.4622 2.5672 2.7973 8.1581 -2.6074 10.6827 20.4066 -7.2313 6.6238 2.7437 7.4525 -12.328 3.9837 4.0138 1.2351 1.6386 29.4666 2.0839 6.5976 -12.5936 16.9195 42.6569 -8.8779 7.4022 3.4355 7.4012 -11.3337 3.4493 8.2095 1.9673 -3.2271 29.9406 2.0355 14.6433 -14.7077 17.8282 22.1341 -5.2194 8.512 2.3903
8.145 -7.4459 5.1875 -7.1233 6.0128 10.3526 -0.7383 -4.1067 21.2234 9.0421 6.6781 -6.8319 10.506 20.4147 -7.7275 9.3166 -5.1638 10.8374 -11.7455 6.426 2.3532 -3.3037 -2.6705 44.6295 5.1383 18.6857 -13.5952 18.6929 23.4422 -15.8636 11.4995 -3.677 19.6846 -14.2078 7.0162 11.3811 0.177 -5.9169 78.7352 6.3571 22.851 -14.9308 25.5775 56.4537 -19.6878 14.2608 -2.0201 23.5137 -22.3461 6.7067 14.4614 -0.3156 -5.0712 82.5526 7.2268 24.2023 -23.8652 36.7154 72.1132 -32.166 11.8837 -1.1074 23.5078 -32.551 5.0861 12.1219 -9.2532 -5.6443 122.1692 7.6166 30.1434 -29.2173 38.2661 65.3267 -23.75 12.4442 7.0649
3.4495 -2.0444 3.3737 -2.2896 3.829 3.9019 -1.546 0.3934 9.7181 2.4873 3.8597 -3.3165 7.6298 21.4749 -3.6509 6.4382 -3.8207 6.1355 -1.8116 1.7546 3.7306 0.4342 1.0776 16.0002 3.7629 8.0873 -6.0388 5.7044 19.4357 -6.1658 4.7951 0.7623 5.03 -8.4429 3.8405 7.089 0.9347 -4.2603 14.3101 3.1676 5.5872 -10.5689 9.6837 33.1084 -15.3925 4.3513 1.5089 1.8466 -10.9923 1.9681 6.7332 -1.193 0.1965 28.7357 2.5635 8.6749 -11.4232 11.4792 32.6949 -17.3967 9.1879 2.7179 11.8174 -14.2764 3.2719 8.333 1.9335 0.638 13.7932 2.5249 15.3534 -16.1404 19.7256 40.5765 -12.3835 9.2819 3.0809
